,0,1
0,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 1T\L-716-2 34270900C 1T C MODELO #1.csv,1.7259358838865098
1,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 1T\L-716-2 34270900C 1T C MODELO #4.csv,1.7385221892266949
2,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 3T\L-716-2 34270900C 2T INICIO #4 AJUSTE 2.csv,1.527127663897059
3,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 3T\L-716-2 34270900C 2T INICIO #5.csv,1.6604350851035194
4,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 3T\L-716-2 34270900C 2T INICIO #6 AJUSTE 2.csv,1.6771789106217068
5,C:\Pruebas de proceso 2023\MARZO\14-MARZO-2023 3T\L-716-2 34270900C 2T INICIO #1.csv,1.5877731892079208
6,C:\Pruebas de proceso 2023\MARZO\14-MARZO-2023 3T\L-716-2 34270900C 2T INICIO #3.csv,1.6051764651938774
7,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 1T\L-716-3 34270900C 1T C MODELO #4.csv,1.7158874889435145
8,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 1T\L-716-3 34270900C 1T C MODELO #5.csv,1.8133988627338877
9,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 1T\L-716-4 34270900C 1T AJUSTE #4.csv,1.5545433950466323
10,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 1T\L-716-4 34270900C 1T AJUSTE #5.csv,1.6077437661354168
11,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 1T\L-716-4 34270900C 1T INICIO #2.csv,1.7571823525768822
12,C:\Pruebas de proceso 2023\MARZO\17-MARZO-2023 1T\L-716-4 34270900C 1T INICIO #3.csv,1.7166527628463204
13,C:\Pruebas de proceso 2023\MARZO\17-MARZO-2023 1T\L-716-4 34270900C 1T INICIO #4.csv,1.6791248984221525
14,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 1T\L-716-4 34270900C 1T INICIO #5.csv,1.6150304298973304
15,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 1T\L-716-4 34270900C 1T INICIO #6.csv,1.8191564213277134
16,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 3T\L-716-4 34270900C 2T INICIO #3.csv,1.7241436214466737
17,C:\Pruebas de proceso 2023\MARZO\15-MARZO-2023 3T\L-716-4 34270900C 2T INICIO #4.csv,1.7708706854246283
18,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 3T\L-716-4 34270900C 2T INICIO #5.csv,1.66875034944
19,C:\Pruebas de proceso 2023\MARZO\16-MARZO-2023 3T\L-716-4 34270900C 2T INICIO #6.csv,1.619174620979253
