,date,hour,sub_assy,total_average,peak_pos,lsl,usl,225mm,250mm,275mm,within_average,local_path,para_file,torsion_bar
0,2023-04-03 13:15:58,13:15:58,34270900C,1.6451840755871172,478.6122,1.55,1.95,1.690842,1.634254,1.640597,1.655231,\\Ad.trw.com\reynosa2\Departments\QM\Spool Wave Disk Data\Spool WD\L-716-2 34270900C 1T AJUSTE #1.csv,C:\Test Parameters\SPR8 SPOOL 900-37 WAVE DISC 16 IN-MINUTE Rev_3.par,8.0
